Season,Week,Team,Day,Date,Win,OT,Home,Opp,Off_Pts,Def_Pts,G,Spread,Total,Actual_Total,Div_Game
2014,1,CRD,Mon,8-Sep,1,0,1,SDG,18,17,1,-3,45,35,0
2014,2,CRD,Sun,14-Sep,1,0,0,NYG,25,14,2,-2,42.5,39,0
2014,3,CRD,Sun,21-Sep,1,0,1,SFO,23,14,3,3,42,37,1
2014,5,CRD,Sun,5-Oct,0,0,0,DEN,20,41,4,7.5,48,61,0
2014,6,CRD,Sun,12-Oct,1,0,1,WAS,30,20,5,-5.5,47,50,0
2014,7,CRD,Sun,19-Oct,1,0,0,RAI,24,13,6,-3.5,46.5,37,0
2014,8,CRD,Sun,26-Oct,1,0,1,PHI,24,20,7,1,48.5,44,0
2014,9,CRD,Sun,2-Nov,1,0,0,DAL,28,17,8,1.5,45,45,0
2014,10,CRD,Sun,9-Nov,1,0,1,RAM,31,14,9,-7,43,45,1
2014,11,CRD,Sun,16-Nov,1,0,1,DET,14,6,10,-1,41,20,0
2014,12,CRD,Sun,23-Nov,0,0,0,SEA,3,19,11,7,41.5,22,1
2014,13,CRD,Sun,30-Nov,0,0,0,ATL,18,29,12,-1.5,45,47,0
2014,14,CRD,Sun,7-Dec,1,0,1,KAN,17,14,13,2.5,41,31,0
2014,15,CRD,Thu,11-Dec,1,0,0,RAM,12,6,14,4.5,40.5,18,2
2014,16,CRD,Sun,21-Dec,0,0,1,SEA,6,35,15,9,36,41,2
2014,17,CRD,Sun,28-Dec,0,0,0,SFO,17,20,16,6.5,37.5,37,2
2014,1,ATL,Sun,7-Sep,1,1,1,NOR,37,34,1,3,51.5,71,1
2014,2,ATL,Sun,14-Sep,0,0,0,CIN,10,24,2,6,49,34,0
2014,3,ATL,Thu,18-Sep,1,0,1,TAM,56,14,3,-6,46,70,1
2014,4,ATL,Sun,28-Sep,0,0,0,MIN,28,41,4,-3,47,69,0
2014,5,ATL,Sun,5-Oct,0,0,0,NYG,20,30,5,4,50,50,0
2014,6,ATL,Sun,12-Oct,0,0,1,CHI,13,27,6,-3.5,55.5,40,0
2014,7,ATL,Sun,19-Oct,0,0,0,RAV,7,29,7,6.5,49.5,36,0
2014,8,ATL,Sun,26-Oct,0,0,1,DET,21,22,8,3.5,45.5,43,0
2014,10,ATL,Sun,9-Nov,1,0,0,TAM,27,17,9,-3,47,44,2
2014,11,ATL,Sun,16-Nov,1,0,0,CAR,19,17,10,-1.5,47,36,1
2014,12,ATL,Sun,23-Nov,0,0,1,CLE,24,26,11,-2.5,48.5,50,0
2014,13,ATL,Sun,30-Nov,1,0,1,CRD,29,18,12,1.5,45,47,0
2014,14,ATL,Mon,8-Dec,0,0,0,GNB,37,43,13,13.5,54.5,80,0
2014,15,ATL,Sun,14-Dec,0,0,1,PIT,20,27,14,3,55,47,0
2014,16,ATL,Sun,21-Dec,1,0,0,NOR,30,14,15,6,56.5,44,2
2014,17,ATL,Sun,28-Dec,0,0,1,CAR,3,34,16,-3,48,37,2
2014,1,RAV,Sun,7-Sep,0,0,1,CIN,16,23,1,-2,43,39,1
2014,2,RAV,Thu,11-Sep,1,0,1,PIT,26,6,2,-2.5,44,32,1
2014,3,RAV,Sun,21-Sep,1,0,0,CLE,23,21,3,-2,41.5,44,1
2014,4,RAV,Sun,28-Sep,1,0,1,CAR,38,10,4,-3,42,48,0
2014,5,RAV,Sun,5-Oct,0,0,0,CLT,13,20,5,3,49,33,0
2014,6,RAV,Sun,12-Oct,1,0,0,TAM,48,17,6,-3,44,65,0
2014,7,RAV,Sun,19-Oct,1,0,1,ATL,29,7,7,-6.5,49.5,36,0
2014,8,RAV,Sun,26-Oct,0,0,0,CIN,24,27,8,-3,44.5,51,2
2014,9,RAV,Sun,2-Nov,0,0,0,PIT,23,43,9,2.5,47.5,66,2
2014,10,RAV,Sun,9-Nov,1,0,1,OTI,21,7,10,-10.5,44.5,28,0
2014,12,RAV,Mon,24-Nov,1,0,0,NOR,34,27,11,3,51,61,0
2014,13,RAV,Sun,30-Nov,0,0,1,SDG,33,34,12,-6.5,45.5,67,0
2014,14,RAV,Sun,7-Dec,1,0,0,MIA,28,13,13,3,45,41,0
2014,15,RAV,Sun,14-Dec,1,0,1,JAX,20,12,14,-13.5,45,32,0
2014,16,RAV,Sun,21-Dec,0,0,0,HTX,13,25,15,-6.5,42,38,0
2014,17,RAV,Sun,28-Dec,1,0,1,CLE,20,10,16,-13.5,39.5,30,2
2014,1,BUF,Sun,7-Sep,1,1,0,CHI,23,20,1,7,47,43,0
2014,2,BUF,Sun,14-Sep,1,0,1,MIA,29,10,2,-1.5,42.5,39,1
2014,3,BUF,Sun,21-Sep,0,0,1,SDG,10,22,3,-2.5,45.5,32,0
2014,4,BUF,Sun,28-Sep,0,0,0,HTX,17,23,4,3,42.5,40,0
2014,5,BUF,Sun,5-Oct,1,0,0,DET,17,14,5,6.5,43,31,0
2014,6,BUF,Sun,12-Oct,0,0,1,NWE,22,37,6,-1,44,59,1
2014,7,BUF,Sun,19-Oct,1,0,1,MIN,17,16,7,-6.5,43.5,33,0
2014,8,BUF,Sun,26-Oct,1,0,0,NYJ,43,23,8,3,40.5,66,1
2014,10,BUF,Sun,9-Nov,0,0,1,KAN,13,17,9,-1.5,42,30,0
2014,11,BUF,Thu,13-Nov,0,0,0,MIA,9,22,10,5,42,31,2
2014,12,BUF,Mon,24-Nov,1,0,1,NYJ,38,3,11,-2.5,42.5,41,2
2014,13,BUF,Sun,30-Nov,1,0,1,CLE,26,10,12,-3,42,36,0
2014,14,BUF,Sun,7-Dec,0,0,0,DEN,17,24,13,9.5,47.5,41,0
2014,15,BUF,Sun,14-Dec,1,0,1,GNB,21,13,14,4,50,34,0
2014,16,BUF,Sun,21-Dec,0,0,0,RAI,24,26,15,-6.5,42,50,0
2014,17,BUF,Sun,28-Dec,1,0,0,NWE,17,9,16,6.5,44,26,2
2014,1,CAR,Sun,7-Sep,1,0,0,TAM,20,14,1,2.5,39.5,34,1
2014,2,CAR,Sun,14-Sep,1,0,1,DET,24,7,2,-2.5,44,31,0
2014,3,CAR,Sun,21-Sep,0,0,1,PIT,19,37,3,-3,42,56,0
2014,4,CAR,Sun,28-Sep,0,0,0,RAV,10,38,4,3,42,48,0
2014,5,CAR,Sun,5-Oct,1,0,1,CHI,31,24,5,-2.5,45.5,55,0
2014,6,CAR,Sun,12-Oct,0,1,0,CIN,37,37,6,7,44,74,0
2014,7,CAR,Sun,19-Oct,0,0,0,GNB,17,38,7,6.5,49,55,0
2014,8,CAR,Sun,26-Oct,0,0,1,SEA,9,13,8,6,45,22,0
2014,9,CAR,Thu,30-Oct,0,0,1,NOR,10,28,9,3,49,38,1
2014,10,CAR,Mon,10-Nov,0,0,0,PHI,21,45,10,7,48.5,66,0
2014,11,CAR,Sun,16-Nov,0,0,1,ATL,17,19,11,1.5,47,36,1
2014,13,CAR,Sun,30-Nov,0,0,0,MIN,13,31,12,2.5,41.5,44,0
2014,14,CAR,Sun,7-Dec,1,0,0,NOR,41,10,13,9,50.5,51,2
2014,15,CAR,Sun,14-Dec,1,0,1,TAM,19,17,14,-3,41,36,2
2014,16,CAR,Sun,21-Dec,1,0,1,CLE,17,13,15,-6,40,30,0
2014,17,CAR,Sun,28-Dec,1,0,0,ATL,34,3,16,3,48,37,2
2014,1,CHI,Sun,7-Sep,0,1,1,BUF,20,23,1,-7,47,43,0
2014,2,CHI,Sun,14-Sep,1,0,0,SFO,28,20,2,7,47.5,48,0
2014,3,CHI,Mon,22-Sep,1,0,0,NYJ,27,19,3,2.5,44,46,0
2014,4,CHI,Sun,28-Sep,0,0,1,GNB,17,38,4,1.5,51.5,55,1
2014,5,CHI,Sun,5-Oct,0,0,0,CAR,24,31,5,2.5,45.5,55,0
2014,6,CHI,Sun,12-Oct,1,0,0,ATL,27,13,6,3.5,55.5,40,0
2014,7,CHI,Sun,19-Oct,0,0,1,MIA,14,27,7,-3,47.5,41,0
2014,8,CHI,Sun,26-Oct,0,0,0,NWE,23,51,8,6,52,74,0
2014,10,CHI,Sun,9-Nov,0,0,0,GNB,14,55,9,9.5,54,69,2
2014,11,CHI,Sun,16-Nov,1,0,1,MIN,21,13,10,-2.5,46.5,34,1
2014,12,CHI,Sun,23-Nov,1,0,1,TAM,21,13,11,-4.5,46.5,34,0
2014,13,CHI,Thu,27-Nov,0,0,0,DET,17,34,12,7,46.5,51,1
2014,14,CHI,Thu,4-Dec,0,0,1,DAL,28,41,13,4,50.5,69,0
2014,15,CHI,Mon,15-Dec,0,0,1,NOR,15,31,14,3,53.5,46,0
2014,16,CHI,Sun,21-Dec,0,0,1,DET,14,20,15,10,44.5,34,2
2014,17,CHI,Sun,28-Dec,0,0,0,MIN,9,13,16,7,46.5,22,2
2014,1,CIN,Sun,7-Sep,1,0,0,RAV,23,16,1,2,43,39,1
2014,2,CIN,Sun,14-Sep,1,0,1,ATL,24,10,2,-6,49,34,0
2014,3,CIN,Sun,21-Sep,1,0,1,OTI,33,7,3,-6.5,42.5,40,0
2014,5,CIN,Sun,5-Oct,0,0,0,NWE,17,43,4,0,46,60,0
2014,6,CIN,Sun,12-Oct,0,1,1,CAR,37,37,5,-7,44,74,0
2014,7,CIN,Sun,19-Oct,0,0,0,CLT,0,27,6,3.5,50.5,27,0
2014,8,CIN,Sun,26-Oct,1,0,1,RAV,27,24,7,3,44.5,51,2
2014,9,CIN,Sun,2-Nov,1,0,1,JAX,33,23,8,-10,44,56,0
2014,10,CIN,Thu,6-Nov,0,0,1,CLE,3,24,9,-6.5,46,27,1
2014,11,CIN,Sun,16-Nov,1,0,0,NOR,27,10,10,7,51,37,0
2014,12,CIN,Sun,23-Nov,1,0,0,HTX,22,13,11,2.5,44.5,35,0
2014,13,CIN,Sun,30-Nov,1,0,0,TAM,14,13,12,-6,43.5,27,0
2014,14,CIN,Sun,7-Dec,0,0,1,PIT,21,42,13,-3,47.5,63,1
2014,15,CIN,Sun,14-Dec,1,0,0,CLE,30,0,14,1,44,30,2
2014,16,CIN,Mon,22-Dec,1,0,1,DEN,37,28,15,3.5,47,65,0
2014,17,CIN,Sun,28-Dec,0,0,0,PIT,17,27,16,3.5,48,44,2
2014,1,CLE,Sun,7-Sep,0,0,0,PIT,27,30,1,7,41.5,57,1
2014,2,CLE,Sun,14-Sep,1,0,1,NOR,26,24,2,6,48.5,50,0
2014,3,CLE,Sun,21-Sep,0,0,1,RAV,21,23,3,2,41.5,44,1
2014,5,CLE,Sun,5-Oct,1,0,0,OTI,29,28,4,1,44,57,0
2014,6,CLE,Sun,12-Oct,1,0,1,PIT,31,10,5,-1.5,46.5,41,2
2014,7,CLE,Sun,19-Oct,0,0,0,JAX,6,24,6,-4,45,30,0
2014,8,CLE,Sun,26-Oct,1,0,1,RAI,23,13,7,-6.5,44.5,36,0
2014,9,CLE,Sun,2-Nov,1,0,1,TAM,22,17,8,-7,44,39,0
2014,10,CLE,Thu,6-Nov,1,0,0,CIN,24,3,9,6.5,46,27,1
2014,11,CLE,Sun,16-Nov,0,0,1,HTX,7,23,10,-3.5,41,30,0
2014,12,CLE,Sun,23-Nov,1,0,0,ATL,26,24,11,2.5,48.5,50,0
2014,13,CLE,Sun,30-Nov,0,0,0,BUF,10,26,12,3,42,36,0
2014,14,CLE,Sun,7-Dec,0,0,1,CLT,24,25,13,3,50,49,0
2014,15,CLE,Sun,14-Dec,0,0,1,CIN,0,30,14,-1,44,30,2
2014,16,CLE,Sun,21-Dec,0,0,0,CAR,13,17,15,6,40,30,0
2014,17,CLE,Sun,28-Dec,0,0,0,RAV,10,20,16,13.5,39.5,30,2
2014,1,DAL,Sun,7-Sep,0,0,1,SFO,17,28,1,4.5,51,45,0
2014,2,DAL,Sun,14-Sep,1,0,0,OTI,26,10,2,3.5,49.5,36,0
2014,3,DAL,Sun,21-Sep,1,0,0,RAM,34,31,3,-1.5,44,65,0
2014,4,DAL,Sun,28-Sep,1,0,1,NOR,38,17,4,3,53.5,55,0
2014,5,DAL,Sun,5-Oct,1,1,1,HTX,20,17,5,-6.5,47,37,0
2014,6,DAL,Sun,12-Oct,1,0,0,SEA,30,23,6,9.5,47,53,0
2014,7,DAL,Sun,19-Oct,1,0,1,NYG,31,21,7,-5.5,47,52,1
2014,8,DAL,Mon,27-Oct,0,1,1,WAS,17,20,8,-9.5,49,37,1
2014,9,DAL,Sun,2-Nov,0,0,1,CRD,17,28,9,-1.5,45,45,0
2014,10,DAL,Sun,9-Nov,1,0,0,JAX,31,17,10,-7.5,45,48,0
2014,12,DAL,Sun,23-Nov,1,0,0,NYG,31,28,11,-5,49,59,2
2014,13,DAL,Thu,27-Nov,0,0,1,PHI,10,33,12,-3.5,57,43,1
2014,14,DAL,Thu,4-Dec,1,0,0,CHI,41,28,13,-4,50.5,69,0
2014,15,DAL,Sun,14-Dec,1,0,0,PHI,38,27,14,3,55,65,2
2014,16,DAL,Sun,21-Dec,1,0,1,CLT,42,7,15,-3,54,49,0
2014,17,DAL,Sun,28-Dec,1,0,0,WAS,44,17,16,-6,47.5,61,2
2014,1,DEN,Sun,7-Sep,1,0,1,CLT,31,24,1,-7.5,55,55,0
2014,2,DEN,Sun,14-Sep,1,0,1,KAN,24,17,2,-11.5,50.5,41,1
2014,3,DEN,Sun,21-Sep,0,1,0,SEA,20,26,3,4.5,48.5,46,0
2014,5,DEN,Sun,5-Oct,1,0,1,CRD,41,20,4,-7.5,48,61,0
2014,6,DEN,Sun,12-Oct,1,0,0,NYJ,31,17,5,-9.5,47.5,48,0
2014,7,DEN,Sun,19-Oct,1,0,1,SFO,42,17,6,-6.5,48.5,59,0
2014,8,DEN,Thu,23-Oct,1,0,1,SDG,35,21,7,-9,51,56,1
2014,9,DEN,Sun,2-Nov,0,0,0,NWE,21,43,8,-3,52.5,64,0
2014,10,DEN,Sun,9-Nov,1,0,0,RAI,41,17,9,-12.5,51,58,1
2014,11,DEN,Sun,16-Nov,0,0,0,RAM,7,22,10,-9.5,51,29,0
2014,12,DEN,Sun,23-Nov,1,0,1,MIA,39,36,11,-7,47.5,75,0
2014,13,DEN,Sun,30-Nov,1,0,0,KAN,29,16,12,0,49.5,45,2
2014,14,DEN,Sun,7-Dec,1,0,1,BUF,24,17,13,-9.5,47.5,41,0
2014,15,DEN,Sun,14-Dec,1,0,0,SDG,22,10,14,-4.5,50.5,32,2
2014,16,DEN,Mon,22-Dec,0,0,0,CIN,28,37,15,-3.5,47,65,0
2014,17,DEN,Sun,28-Dec,1,0,1,RAI,47,14,16,-14,48,61,2
2014,1,DET,Mon,8-Sep,1,0,1,NYG,35,14,1,-5.5,47,49,0
2014,2,DET,Sun,14-Sep,0,0,0,CAR,7,24,2,2.5,44,31,0
2014,3,DET,Sun,21-Sep,1,0,1,GNB,19,7,3,-2.5,52.5,26,1
2014,4,DET,Sun,28-Sep,1,0,0,NYJ,24,17,4,-1.5,45,41,0
2014,5,DET,Sun,5-Oct,0,0,1,BUF,14,17,5,-6.5,43,31,0
2014,6,DET,Sun,12-Oct,1,0,0,MIN,17,3,6,1.5,43,20,1
2014,7,DET,Sun,19-Oct,1,0,1,NOR,24,23,7,-1.5,46.5,47,0
2014,8,DET,Sun,26-Oct,1,0,0,ATL,22,21,8,-3.5,45.5,43,0
2014,10,DET,Sun,9-Nov,1,0,1,MIA,20,16,9,-3,43,36,0
2014,11,DET,Sun,16-Nov,0,0,0,CRD,6,14,10,1,41,20,0
2014,12,DET,Sun,23-Nov,0,0,0,NWE,9,34,11,7,47.5,43,0
2014,13,DET,Thu,27-Nov,1,0,1,CHI,34,17,12,-7,46.5,51,1
2014,14,DET,Sun,7-Dec,1,0,1,TAM,34,17,13,-10.5,42,51,0
2014,15,DET,Sun,14-Dec,1,0,1,MIN,16,14,14,-7.5,41.5,30,2
2014,16,DET,Sun,21-Dec,1,0,0,CHI,20,14,15,-10,44.5,34,2
2014,17,DET,Sun,28-Dec,0,0,0,GNB,20,30,16,7,46.5,50,2
2014,1,GNB,Thu,4-Sep,0,0,0,SEA,16,36,1,8.5,45,52,0
2014,2,GNB,Sun,14-Sep,1,0,1,NYJ,31,24,2,-7.5,46,55,0
2014,3,GNB,Sun,21-Sep,0,0,0,DET,7,19,3,2.5,52.5,26,1
2014,4,GNB,Sun,28-Sep,1,0,0,CHI,38,17,4,-1.5,51.5,55,1
2014,5,GNB,Thu,2-Oct,1,0,1,MIN,42,10,5,-7.5,47.5,52,1
2014,6,GNB,Sun,12-Oct,1,0,0,MIA,27,24,6,-1.5,47,51,0
2014,7,GNB,Sun,19-Oct,1,0,1,CAR,38,17,7,-6.5,49,55,0
2014,8,GNB,Sun,26-Oct,0,0,0,NOR,23,44,8,2,55,67,0
2014,10,GNB,Sun,9-Nov,1,0,1,CHI,55,14,9,-9.5,54,69,2
2014,11,GNB,Sun,16-Nov,1,0,1,PHI,53,20,10,-5.5,55,73,0
2014,12,GNB,Sun,23-Nov,1,0,0,MIN,24,21,11,-7.5,50,45,2
2014,13,GNB,Sun,30-Nov,1,0,1,NWE,26,21,12,-3,58,47,0
2014,14,GNB,Mon,8-Dec,1,0,1,ATL,43,37,13,-13.5,54.5,80,0
2014,15,GNB,Sun,14-Dec,0,0,0,BUF,13,21,14,-4,50,34,0
2014,16,GNB,Sun,21-Dec,1,0,0,TAM,20,3,15,-12,49,23,0
2014,17,GNB,Sun,28-Dec,1,0,1,DET,30,20,16,-7,46.5,50,2
2014,1,HTX,Sun,7-Sep,1,0,1,WAS,17,6,1,-3,45,23,0
2014,2,HTX,Sun,14-Sep,1,0,0,RAI,30,14,2,-3,40,44,0
2014,3,HTX,Sun,21-Sep,0,0,0,NYG,17,30,3,1.5,41.5,47,0
2014,4,HTX,Sun,28-Sep,1,0,1,BUF,23,17,4,-3,42.5,40,0
2014,5,HTX,Sun,5-Oct,0,1,0,DAL,17,20,5,6.5,47,37,0
2014,6,HTX,Thu,9-Oct,0,0,1,CLT,28,33,6,2.5,46.5,61,1
2014,7,HTX,Mon,20-Oct,0,0,0,PIT,23,30,7,3,44.5,53,0
2014,8,HTX,Sun,26-Oct,1,0,0,OTI,30,16,8,-3.5,43,46,1
2014,9,HTX,Sun,2-Nov,0,0,1,PHI,21,31,9,2,48.5,52,0
2014,11,HTX,Sun,16-Nov,1,0,0,CLE,23,7,10,3.5,41,30,0
2014,12,HTX,Sun,23-Nov,0,0,1,CIN,13,22,11,-2.5,44.5,35,0
2014,13,HTX,Sun,30-Nov,1,0,1,OTI,45,21,12,-7,43,66,2
2014,14,HTX,Sun,7-Dec,1,0,0,JAX,27,13,13,-6.5,42,40,1
2014,15,HTX,Sun,14-Dec,0,0,0,CLT,10,17,14,6.5,49,27,2
2014,16,HTX,Sun,21-Dec,1,0,1,RAV,25,13,15,6.5,42,38,0
2014,17,HTX,Sun,28-Dec,1,0,1,JAX,23,17,16,-7.5,38,40,2
2014,1,CLT,Sun,7-Sep,0,0,0,DEN,24,31,1,7.5,55,55,0
2014,2,CLT,Mon,15-Sep,0,0,1,PHI,27,30,2,-3,54,57,0
2014,3,CLT,Sun,21-Sep,1,0,0,JAX,44,17,3,-7,45,61,1
2014,4,CLT,Sun,28-Sep,1,0,1,OTI,41,17,4,-7.5,46,58,1
2014,5,CLT,Sun,5-Oct,1,0,1,RAV,20,13,5,-3,49,33,0
2014,6,CLT,Thu,9-Oct,1,0,0,HTX,33,28,6,-2.5,46.5,61,1
2014,7,CLT,Sun,19-Oct,1,0,1,CIN,27,0,7,-3.5,50.5,27,0
2014,8,CLT,Sun,26-Oct,0,0,0,PIT,34,51,8,-4.5,48.5,85,0
2014,9,CLT,Mon,3-Nov,1,0,0,NYG,40,24,9,-3,50,64,0
2014,11,CLT,Sun,16-Nov,0,0,1,NWE,20,42,10,-3,57,62,0
2014,12,CLT,Sun,23-Nov,1,0,1,JAX,23,3,11,-13.5,49,26,2
2014,13,CLT,Sun,30-Nov,1,0,1,WAS,49,27,12,-8.5,49,76,0
2014,14,CLT,Sun,7-Dec,1,0,0,CLE,25,24,13,-3,50,49,0
2014,15,CLT,Sun,14-Dec,1,0,1,HTX,17,10,14,-6.5,49,27,2
2014,16,CLT,Sun,21-Dec,0,0,0,DAL,7,42,15,3,54,49,0
2014,17,CLT,Sun,28-Dec,1,0,0,OTI,27,10,16,-7.5,46.5,37,2
2014,1,JAX,Sun,7-Sep,0,0,0,PHI,17,34,1,10.5,52,51,0
2014,2,JAX,Sun,14-Sep,0,0,0,WAS,10,41,2,6,42.5,51,0
2014,3,JAX,Sun,21-Sep,0,0,1,CLT,17,44,3,7,45,61,1
2014,4,JAX,Sun,28-Sep,0,0,0,SDG,14,33,4,12.5,45,47,0
2014,5,JAX,Sun,5-Oct,0,0,1,PIT,9,17,5,6,47.5,26,0
2014,6,JAX,Sun,12-Oct,0,0,0,OTI,14,16,6,4,42.5,30,1
2014,7,JAX,Sun,19-Oct,1,0,1,CLE,24,6,7,4,45,30,0
2014,8,JAX,Sun,26-Oct,0,0,1,MIA,13,27,8,7,42.5,40,0
2014,9,JAX,Sun,2-Nov,0,0,0,CIN,23,33,9,10,44,56,0
2014,10,JAX,Sun,9-Nov,0,0,1,DAL,17,31,10,7.5,45,48,0
2014,12,JAX,Sun,23-Nov,0,0,0,CLT,3,23,11,13.5,49,26,2
2014,13,JAX,Sun,30-Nov,1,0,1,NYG,25,24,12,3,44,49,0
2014,14,JAX,Sun,7-Dec,0,0,1,HTX,13,27,13,6.5,42,40,1
2014,15,JAX,Sun,14-Dec,0,0,0,RAV,12,20,14,13.5,45,32,0
2014,16,JAX,Thu,18-Dec,1,0,1,OTI,21,13,15,-4.5,39,34,2
2014,17,JAX,Sun,28-Dec,0,0,0,HTX,17,23,16,7.5,38,40,2
2014,1,KAN,Sun,7-Sep,0,0,1,OTI,10,26,1,-3.5,43,36,0
2014,2,KAN,Sun,14-Sep,0,0,0,DEN,17,24,2,11.5,50.5,41,1
2014,3,KAN,Sun,21-Sep,1,0,0,MIA,34,15,3,3.5,42.5,49,0
2014,4,KAN,Mon,29-Sep,1,0,1,NWE,41,14,4,3,46,55,0
2014,5,KAN,Sun,5-Oct,0,0,0,SFO,17,22,5,5,44,39,0
2014,7,KAN,Sun,19-Oct,1,0,0,SDG,23,20,6,3,46,43,1
2014,8,KAN,Sun,26-Oct,1,0,1,RAM,34,7,7,-7,44,41,0
2014,9,KAN,Sun,2-Nov,1,0,1,NYJ,24,10,8,-8.5,41.5,34,0
2014,10,KAN,Sun,9-Nov,1,0,0,BUF,17,13,9,1.5,42,30,0
2014,11,KAN,Sun,16-Nov,1,0,1,SEA,24,20,10,0,42.5,44,0
2014,12,KAN,Thu,20-Nov,0,0,0,RAI,20,24,11,-7,42.5,44,1
2014,13,KAN,Sun,30-Nov,0,0,1,DEN,16,29,12,0,49.5,45,2
2014,14,KAN,Sun,7-Dec,0,0,0,CRD,14,17,13,-2.5,41,31,0
2014,15,KAN,Sun,14-Dec,1,0,1,RAI,31,13,14,-10,41.5,44,2
2014,16,KAN,Sun,21-Dec,0,0,0,PIT,12,20,15,2.5,49.5,32,0
2014,17,KAN,Sun,28-Dec,1,0,1,SDG,19,7,16,-2.5,42.5,26,2
2014,1,RAI,Sun,7-Sep,0,0,0,NYJ,14,19,1,5.5,40,33,0
2014,2,RAI,Sun,14-Sep,0,0,1,HTX,14,30,2,3,40,44,0
2014,3,RAI,Sun,21-Sep,0,0,0,NWE,9,16,3,14,46.5,25,0
2014,4,RAI,Sun,28-Sep,0,0,1,MIA,14,38,4,3.5,40.5,52,0
2014,6,RAI,Sun,12-Oct,0,0,1,SDG,28,31,5,7.5,44,59,1
2014,7,RAI,Sun,19-Oct,0,0,1,CRD,13,24,6,3.5,46.5,37,0
2014,8,RAI,Sun,26-Oct,0,0,0,CLE,13,23,7,6.5,44.5,36,0
2014,9,RAI,Sun,2-Nov,0,0,0,SEA,24,30,8,13.5,44,54,0
2014,10,RAI,Sun,9-Nov,0,0,1,DEN,17,41,9,12.5,51,58,1
2014,11,RAI,Sun,16-Nov,0,0,0,SDG,6,13,10,10,45,19,2
2014,12,RAI,Thu,20-Nov,1,0,1,KAN,24,20,11,7,42.5,44,1
2014,13,RAI,Sun,30-Nov,0,0,0,RAM,0,52,12,6,43,52,0
2014,14,RAI,Sun,7-Dec,1,0,1,SFO,24,13,13,9,40.5,37,0
2014,15,RAI,Sun,14-Dec,0,0,0,KAN,13,31,14,10,41.5,44,2
2014,16,RAI,Sun,21-Dec,1,0,1,BUF,26,24,15,6.5,42,50,0
2014,17,RAI,Sun,28-Dec,0,0,0,DEN,14,47,16,14,48,61,2
2014,1,SDG,Mon,8-Sep,0,0,0,CRD,17,18,1,3,45,35,0
2014,2,SDG,Sun,14-Sep,1,0,1,SEA,30,21,2,5.5,44,51,0
2014,3,SDG,Sun,21-Sep,1,0,0,BUF,22,10,3,2.5,45.5,32,0
2014,4,SDG,Sun,28-Sep,1,0,1,JAX,33,14,4,-12.5,45,47,0
2014,5,SDG,Sun,5-Oct,1,0,1,NYJ,31,0,5,-6.5,43.5,31,0
2014,6,SDG,Sun,12-Oct,1,0,0,RAI,31,28,6,-7.5,44,59,1
2014,7,SDG,Sun,19-Oct,0,0,1,KAN,20,23,7,-3,46,43,1
2014,8,SDG,Thu,23-Oct,0,0,0,DEN,21,35,8,9,51,56,1
2014,9,SDG,Sun,2-Nov,0,0,0,MIA,0,37,9,3,45,37,0
2014,11,SDG,Sun,16-Nov,1,0,1,RAI,13,6,10,-10,45,19,2
2014,12,SDG,Sun,23-Nov,1,0,1,RAM,27,24,11,-5,43.5,51,0
2014,13,SDG,Sun,30-Nov,1,0,0,RAV,34,33,12,6.5,45.5,67,0
2014,14,SDG,Sun,7-Dec,0,0,1,NWE,14,23,13,4,54,37,0
2014,15,SDG,Sun,14-Dec,0,0,1,DEN,10,22,14,4.5,50.5,32,2
2014,16,SDG,Sat,20-Dec,1,1,0,SFO,38,35,15,1.5,40.5,73,0
2014,17,SDG,Sun,28-Dec,0,0,0,KAN,7,19,16,2.5,42.5,26,2
2014,1,RAM,Sun,7-Sep,0,0,1,MIN,6,34,1,-3.5,43.5,40,0
2014,2,RAM,Sun,14-Sep,1,0,0,TAM,19,17,2,5.5,38,36,0
2014,3,RAM,Sun,21-Sep,0,0,1,DAL,31,34,3,1.5,44,65,0
2014,5,RAM,Sun,5-Oct,0,0,0,PHI,28,34,4,6.5,47.5,62,0
2014,6,RAM,Mon,13-Oct,0,0,1,SFO,17,31,5,3.5,44.5,48,1
2014,7,RAM,Sun,19-Oct,1,0,1,SEA,28,26,6,7,43.5,54,1
2014,8,RAM,Sun,26-Oct,0,0,0,KAN,7,34,7,7,44,41,0
2014,9,RAM,Sun,2-Nov,1,0,0,SFO,13,10,8,10.5,44,23,2
2014,10,RAM,Sun,9-Nov,0,0,0,CRD,14,31,9,7,43,45,1
2014,11,RAM,Sun,16-Nov,1,0,1,DEN,22,7,10,9.5,51,29,0
2014,12,RAM,Sun,23-Nov,0,0,0,SDG,24,27,11,5,43.5,51,0
2014,13,RAM,Sun,30-Nov,1,0,1,RAI,52,0,12,-6,43,52,0
2014,14,RAM,Sun,7-Dec,1,0,0,WAS,24,0,13,-3,44.5,24,0
2014,15,RAM,Thu,11-Dec,0,0,1,CRD,6,12,14,-4.5,40.5,18,2
2014,16,RAM,Sun,21-Dec,0,0,1,NYG,27,37,15,-6.5,43.5,64,0
2014,17,RAM,Sun,28-Dec,0,0,0,SEA,6,20,16,11,41.5,26,2
2014,1,MIA,Sun,7-Sep,1,0,1,NWE,33,20,1,5,47,53,1
2014,2,MIA,Sun,14-Sep,0,0,0,BUF,10,29,2,1.5,42.5,39,1
2014,3,MIA,Sun,21-Sep,0,0,1,KAN,15,34,3,-3.5,42.5,49,0
