Season,Week,Team,Day,Date,Win,OT,Home,Opp,Off_Pts,Def_Pts,G,Spread,Total,Actual_Total,Div_Game
2019,1,DET,Sun,8-Sep,0,1,0,CRD,27,27,1,-2.5,45.5,54,0
2019,2,DET,Sun,15-Sep,1,0,1,SDG,13,10,2,1,47,23,0
2019,3,DET,Sun,22-Sep,1,0,0,PHI,27,24,3,4,45,51,0
2019,4,DET,Sun,29-Sep,0,0,1,KAN,30,34,4,7.5,54.5,64,0
2019,6,DET,Mon,14-Oct,0,0,0,GNB,22,23,5,3.5,47,45,1
2019,7,DET,Sun,20-Oct,0,0,1,MIN,30,42,6,2.5,43.5,72,1
2019,8,DET,Sun,27-Oct,1,0,1,NYG,31,26,7,-6.5,49,57,0
2019,9,DET,Sun,3-Nov,0,0,0,RAI,24,31,8,2.5,51.5,55,0
2019,10,DET,Sun,10-Nov,0,0,0,CHI,13,20,9,6,38,33,1
2019,11,DET,Sun,17-Nov,0,0,1,DAL,27,35,10,7.5,46.5,62,0
2019,12,DET,Sun,24-Nov,0,0,0,WAS,16,19,11,-4,39,35,0
2019,13,DET,Thu,28-Nov,0,0,1,CHI,20,24,12,5.5,37.5,44,2
2019,14,DET,Sun,8-Dec,0,0,0,MIN,7,20,13,12,43.5,27,2
2019,15,DET,Sun,15-Dec,0,0,1,TAM,17,38,14,5.5,46,55,0
2019,16,DET,Sun,22-Dec,0,0,0,DEN,17,27,15,9.5,40,44,0
2019,17,DET,Sun,29-Dec,0,0,1,GNB,20,23,16,13.5,44,43,2
2019,1,GNB,Thu,5-Sep,1,0,0,CHI,10,3,1,3.5,47,13,1
2019,2,GNB,Sun,15-Sep,1,0,1,MIN,21,16,2,-3,43,37,1
2019,3,GNB,Sun,22-Sep,1,0,1,DEN,27,16,3,-7,42,43,0
2019,4,GNB,Thu,26-Sep,0,0,1,PHI,27,34,4,-3.5,46,61,0
2019,5,GNB,Sun,6-Oct,1,0,0,DAL,34,24,5,3.5,46.5,58,0
2019,6,GNB,Mon,14-Oct,1,0,1,DET,23,22,6,-3.5,47,45,1
2019,7,GNB,Sun,20-Oct,1,0,1,RAI,42,24,7,-5.5,48,66,0
2019,8,GNB,Sun,27-Oct,1,0,0,KAN,31,24,8,-5,48,55,0
2019,9,GNB,Sun,3-Nov,0,0,0,SDG,11,26,9,-4,50,37,0
2019,10,GNB,Sun,10-Nov,1,0,1,CAR,24,16,10,-5,49,40,0
2019,12,GNB,Sun,24-Nov,0,0,0,SFO,8,37,11,3,48,45,0
2019,13,GNB,Sun,1-Dec,1,0,0,NYG,31,13,12,-6.5,43.5,44,0
2019,14,GNB,Sun,8-Dec,1,0,1,WAS,20,15,13,-13,42.5,35,0
2019,15,GNB,Sun,15-Dec,1,0,1,CHI,21,13,14,-4,40,34,2
2019,16,GNB,Mon,23-Dec,1,0,0,MIN,23,10,15,4,47,33,2
2019,17,GNB,Sun,29-Dec,1,0,0,DET,23,20,16,-13.5,44,43,2
2019,1,HTX,Mon,9-Sep,0,0,0,NOR,28,30,1,6.5,52,58,0
2019,2,HTX,Sun,15-Sep,1,0,1,JAX,13,12,2,-7.5,43,25,1
2019,3,HTX,Sun,22-Sep,1,0,0,SDG,27,20,3,3,49,47,0
2019,4,HTX,Sun,29-Sep,0,0,1,CAR,10,16,4,-5.5,47.5,26,0
2019,5,HTX,Sun,6-Oct,1,0,1,ATL,53,32,5,-4,49,85,0
2019,6,HTX,Sun,13-Oct,1,0,0,KAN,31,24,6,3.5,54.5,55,0
2019,7,HTX,Sun,20-Oct,0,0,0,CLT,23,30,7,1.5,46.5,53,1
2019,8,HTX,Sun,27-Oct,1,0,1,RAI,27,24,8,-5,52,51,0
2019,9,HTX,Sun,3-Nov,1,0,0,JAX,26,3,9,1,46,29,2
2019,11,HTX,Sun,17-Nov,0,0,0,RAV,7,41,10,4,51,48,0
2019,12,HTX,Thu,21-Nov,1,0,1,CLT,20,17,11,-3.5,46,37,2
2019,13,HTX,Sun,1-Dec,1,0,1,NWE,28,22,12,3.5,47,50,0
2019,14,HTX,Sun,8-Dec,0,0,1,DEN,24,38,13,-8,42.5,62,0
2019,15,HTX,Sun,15-Dec,1,0,0,OTI,24,21,14,3,50,45,1
2019,16,HTX,Sat,21-Dec,1,0,0,TAM,23,20,15,-3,50,43,0
2019,17,HTX,Sun,29-Dec,0,0,1,OTI,14,35,16,10,43,49,2
2019,1,CLT,Sun,8-Sep,0,1,0,SDG,24,30,1,6,44.5,54,0
2019,2,CLT,Sun,15-Sep,1,0,0,OTI,19,17,2,3,43.5,36,1
2019,3,CLT,Sun,22-Sep,1,0,1,ATL,27,24,3,-1,48,51,0
2019,4,CLT,Sun,29-Sep,0,0,1,RAI,24,31,4,-5.5,46,55,0
2019,5,CLT,Sun,6-Oct,1,0,0,KAN,19,13,5,10.5,55.5,32,0
2019,7,CLT,Sun,20-Oct,1,0,1,HTX,30,23,6,-1.5,46.5,53,1
2019,8,CLT,Sun,27-Oct,1,0,1,DEN,15,13,7,-6,41,28,0
2019,9,CLT,Sun,3-Nov,0,0,0,PIT,24,26,8,1,39.5,50,0
2019,10,CLT,Sun,10-Nov,0,0,1,MIA,12,16,9,-11,44.5,28,0
2019,11,CLT,Sun,17-Nov,1,0,1,JAX,33,13,10,-2.5,41.5,46,1
2019,12,CLT,Thu,21-Nov,0,0,0,HTX,17,20,11,3.5,46,37,2
2019,13,CLT,Sun,1-Dec,0,0,1,OTI,17,31,12,1,41.5,48,2
2019,14,CLT,Sun,8-Dec,0,0,0,TAM,35,38,13,3,46.5,73,0
2019,15,CLT,Mon,16-Dec,0,0,0,NOR,7,34,14,8,48.5,41,0
2019,16,CLT,Sun,22-Dec,1,0,1,CAR,38,6,15,-7.5,46,44,0
2019,17,CLT,Sun,29-Dec,0,0,0,JAX,20,38,16,-5,41.5,58,2
2019,1,JAX,Sun,8-Sep,0,0,1,KAN,26,40,1,3.5,49,66,0
2019,2,JAX,Sun,15-Sep,0,0,0,HTX,12,13,2,7.5,43,25,1
2019,3,JAX,Thu,19-Sep,1,0,1,OTI,20,7,3,1.5,38,27,1
2019,4,JAX,Sun,29-Sep,1,0,0,DEN,26,24,4,2.5,37,50,0
2019,5,JAX,Sun,6-Oct,0,0,0,CAR,27,34,5,3,41,61,0
2019,6,JAX,Sun,13-Oct,0,0,1,NOR,6,13,6,-2.5,42.5,19,0
2019,7,JAX,Sun,20-Oct,1,0,0,CIN,27,17,7,-4,44.5,44,0
2019,8,JAX,Sun,27-Oct,1,0,1,NYJ,29,15,8,-7,39.5,44,0
2019,9,JAX,Sun,3-Nov,0,0,1,HTX,3,26,9,-1,46,29,2
2019,11,JAX,Sun,17-Nov,0,0,0,CLT,13,33,10,2.5,41.5,46,1
2019,12,JAX,Sun,24-Nov,0,0,0,OTI,20,42,11,4.5,42,62,2
2019,13,JAX,Sun,1-Dec,0,0,1,TAM,11,28,12,3,46.5,39,0
2019,14,JAX,Sun,8-Dec,0,0,1,SDG,10,45,13,3.5,42,55,0
2019,15,JAX,Sun,15-Dec,1,0,0,RAI,20,16,14,7,47,36,0
2019,16,JAX,Sun,22-Dec,0,0,0,ATL,12,24,15,7.5,48,36,0
2019,17,JAX,Sun,29-Dec,1,0,1,CLT,38,20,16,5,41.5,58,2
2019,1,KAN,Sun,8-Sep,1,0,0,JAX,40,26,1,-3.5,49,66,0
2019,2,KAN,Sun,15-Sep,1,0,0,RAI,28,10,2,-7,53.5,38,1
2019,3,KAN,Sun,22-Sep,1,0,1,RAV,33,28,3,-4.5,52,61,0
2019,4,KAN,Sun,29-Sep,1,0,0,DET,34,30,4,-7.5,54.5,64,0
2019,5,KAN,Sun,6-Oct,0,0,1,CLT,13,19,5,-10.5,55.5,32,0
2019,6,KAN,Sun,13-Oct,0,0,1,HTX,24,31,6,-3.5,54.5,55,0
2019,7,KAN,Thu,17-Oct,1,0,0,DEN,30,6,7,-3,49.5,36,1
2019,8,KAN,Sun,27-Oct,0,0,1,GNB,24,31,8,5,48,55,0
2019,9,KAN,Sun,3-Nov,1,0,1,MIN,26,23,9,5.5,46,49,0
2019,10,KAN,Sun,10-Nov,0,0,0,OTI,32,35,10,-5,49,67,0
2019,11,KAN,Mon,18-Nov,1,0,0,SDG,24,17,11,-5.5,52.5,41,1
2019,13,KAN,Sun,1-Dec,1,0,1,RAI,40,9,12,-11.5,49.5,49,2
2019,14,KAN,Sun,8-Dec,1,0,0,NWE,23,16,13,3,49.5,39,0
2019,15,KAN,Sun,15-Dec,1,0,1,DEN,23,3,14,-10,43,26,2
2019,16,KAN,Sun,22-Dec,1,0,0,CHI,26,3,15,-6.5,45.5,29,0
2019,17,KAN,Sun,29-Dec,1,0,1,SDG,31,21,16,-10,46,52,2
2019,1,RAI,Mon,9-Sep,1,0,1,DEN,24,16,1,3,42.5,40,1
2019,2,RAI,Sun,15-Sep,0,0,1,KAN,10,28,2,7,53.5,38,1
2019,3,RAI,Sun,22-Sep,0,0,0,MIN,14,34,3,8.5,43,48,0
2019,4,RAI,Sun,29-Sep,1,0,0,CLT,31,24,4,5.5,46,55,0
2019,5,RAI,Sun,6-Oct,1,0,1,CHI,24,21,5,6.5,39.5,45,0
2019,7,RAI,Sun,20-Oct,0,0,0,GNB,24,42,6,5.5,48,66,0
2019,8,RAI,Sun,27-Oct,0,0,0,HTX,24,27,7,5,52,51,0
2019,9,RAI,Sun,3-Nov,1,0,1,DET,31,24,8,-2.5,51.5,55,0
2019,10,RAI,Thu,7-Nov,1,0,1,SDG,26,24,9,1,49,50,1
2019,11,RAI,Sun,17-Nov,1,0,1,CIN,17,10,10,-13,48,27,0
2019,12,RAI,Sun,24-Nov,0,0,0,NYJ,3,34,11,-3.5,45,37,0
2019,13,RAI,Sun,1-Dec,0,0,0,KAN,9,40,12,11.5,49.5,49,2
2019,14,RAI,Sun,8-Dec,0,0,1,OTI,21,42,13,3,47,63,0
2019,15,RAI,Sun,15-Dec,0,0,1,JAX,16,20,14,-7,47,36,0
2019,16,RAI,Sun,22-Dec,1,0,0,SDG,24,17,15,7.5,45,41,2
2019,17,RAI,Sun,29-Dec,0,0,0,DEN,15,16,16,5.5,41.5,31,2
2019,1,SDG,Sun,8-Sep,1,1,1,CLT,30,24,1,-6,44.5,54,0
2019,2,SDG,Sun,15-Sep,0,0,0,DET,10,13,2,-1,47,23,0
2019,3,SDG,Sun,22-Sep,0,0,1,HTX,20,27,3,-3,49,47,0
2019,4,SDG,Sun,29-Sep,1,0,0,MIA,30,10,4,-15,43.5,40,0
2019,5,SDG,Sun,6-Oct,0,0,1,DEN,13,20,5,-4,46,33,1
2019,6,SDG,Sun,13-Oct,0,0,1,PIT,17,24,6,-6,42.5,41,0
2019,7,SDG,Sun,20-Oct,0,0,0,OTI,20,23,7,3,42.5,43,0
2019,8,SDG,Sun,27-Oct,1,0,0,CHI,17,16,8,3.5,41,33,0
2019,9,SDG,Sun,3-Nov,1,0,1,GNB,26,11,9,4,50,37,0
2019,10,SDG,Thu,7-Nov,0,0,0,RAI,24,26,10,-1,49,50,1
2019,11,SDG,Mon,18-Nov,0,0,1,KAN,17,24,11,5.5,52.5,41,1
2019,13,SDG,Sun,1-Dec,0,0,0,DEN,20,23,12,-4.5,39,43,2
2019,14,SDG,Sun,8-Dec,1,0,0,JAX,45,10,13,-3.5,42,55,0
2019,15,SDG,Sun,15-Dec,0,0,1,MIN,10,39,14,1,45,49,0
2019,16,SDG,Sun,22-Dec,0,0,1,RAI,17,24,15,-7.5,45,41,2
2019,17,SDG,Sun,29-Dec,0,0,0,KAN,21,31,16,10,46,52,2
2019,1,RAM,Sun,8-Sep,1,0,0,CAR,30,27,1,-1.5,49.5,57,0
2019,2,RAM,Sun,15-Sep,1,0,1,NOR,27,9,2,-2,52.5,36,0
2019,3,RAM,Sun,22-Sep,1,0,0,CLE,20,13,3,-4,48,33,0
2019,4,RAM,Sun,29-Sep,0,0,1,TAM,40,55,4,-9,48.5,95,0
2019,5,RAM,Thu,3-Oct,0,0,0,SEA,29,30,5,1.5,49,59,1
2019,6,RAM,Sun,13-Oct,0,0,1,SFO,7,20,6,-3,49.5,27,1
2019,7,RAM,Sun,20-Oct,1,0,0,ATL,37,10,7,-3,54.5,47,0
2019,8,RAM,Sun,27-Oct,1,0,1,CIN,24,10,8,-12,48.5,34,0
2019,10,RAM,Sun,10-Nov,0,0,0,PIT,12,17,9,-4,43,29,0
2019,11,RAM,Sun,17-Nov,1,0,1,CHI,17,7,10,-5,40,24,0
2019,12,RAM,Mon,25-Nov,0,0,1,RAV,6,45,11,3.5,47,51,0
2019,13,RAM,Sun,1-Dec,1,0,0,CRD,34,7,12,-2.5,47,41,1
2019,14,RAM,Sun,8-Dec,1,0,1,SEA,28,12,13,-1,47.5,40,2
2019,15,RAM,Sun,15-Dec,0,0,0,DAL,21,44,14,-1,48.5,65,0
2019,16,RAM,Sat,21-Dec,0,0,0,SFO,31,34,15,7,45.5,65,2
2019,17,RAM,Sun,29-Dec,1,0,1,CRD,31,24,16,-7,46,55,2
2019,1,MIA,Sun,8-Sep,0,0,1,RAV,10,59,1,7,41,69,0
2019,2,MIA,Sun,15-Sep,0,0,1,NWE,0,43,2,18,48.5,43,1
2019,3,MIA,Sun,22-Sep,0,0,0,DAL,6,31,3,22,46.5,37,0
2019,4,MIA,Sun,29-Sep,0,0,1,SDG,10,30,4,15,43.5,40,0
2019,6,MIA,Sun,13-Oct,0,0,1,WAS,16,17,5,6,42,33,0
2019,7,MIA,Sun,20-Oct,0,0,0,BUF,21,31,6,17,42.5,52,1
2019,8,MIA,Mon,28-Oct,0,0,0,PIT,14,27,7,14,44,41,0
2019,9,MIA,Sun,3-Nov,1,0,1,NYJ,26,18,8,3.5,42.5,44,1
2019,10,MIA,Sun,10-Nov,1,0,0,CLT,16,12,9,11,44.5,28,0
2019,11,MIA,Sun,17-Nov,0,0,1,BUF,20,37,10,7,41.5,57,2
2019,12,MIA,Sun,24-Nov,0,0,0,CLE,24,41,11,11,45.5,65,0
2019,13,MIA,Sun,1-Dec,1,0,1,PHI,37,31,12,10.5,45,68,0
2019,14,MIA,Sun,8-Dec,0,0,0,NYJ,21,22,13,5,47,43,2
2019,15,MIA,Sun,15-Dec,0,0,0,NYG,20,36,14,3.5,47,56,0
2019,16,MIA,Sun,22-Dec,1,1,1,CIN,38,35,15,1.5,46,73,0
2019,17,MIA,Sun,29-Dec,1,0,0,NWE,27,24,16,17.5,46,51,2
2019,1,MIN,Sun,8-Sep,1,0,1,ATL,28,12,1,-3.5,47,40,0
2019,2,MIN,Sun,15-Sep,0,0,0,GNB,16,21,2,3,43,37,1
2019,3,MIN,Sun,22-Sep,1,0,1,RAI,34,14,3,-8.5,43,48,0
2019,4,MIN,Sun,29-Sep,0,0,0,CHI,6,16,4,-1,38,22,1
2019,5,MIN,Sun,6-Oct,1,0,0,NYG,28,10,5,-5.5,44,38,0
2019,6,MIN,Sun,13-Oct,1,0,1,PHI,38,20,6,-3.5,44,58,0
2019,7,MIN,Sun,20-Oct,1,0,0,DET,42,30,7,-2.5,43.5,72,1
2019,8,MIN,Thu,24-Oct,1,0,1,WAS,19,9,8,-16.5,42,28,0
2019,9,MIN,Sun,3-Nov,0,0,0,KAN,23,26,9,-5.5,46,49,0
2019,10,MIN,Sun,10-Nov,1,0,0,DAL,28,24,10,3.5,48.5,52,0
2019,11,MIN,Sun,17-Nov,1,0,1,DEN,27,23,11,-10,40.5,50,0
2019,13,MIN,Mon,2-Dec,0,0,0,SEA,30,37,12,2.5,48,67,0
2019,14,MIN,Sun,8-Dec,1,0,1,DET,20,7,13,-12,43.5,27,2
2019,15,MIN,Sun,15-Dec,1,0,0,SDG,39,10,14,-1,45,49,0
2019,16,MIN,Mon,23-Dec,0,0,1,GNB,10,23,15,-4,47,33,2
2019,17,MIN,Sun,29-Dec,0,0,1,CHI,19,21,16,5,36.5,40,2
2019,1,NWE,Sun,8-Sep,1,0,1,PIT,33,3,1,-5.5,49,36,0
2019,2,NWE,Sun,15-Sep,1,0,0,MIA,43,0,2,-18,48.5,43,1
2019,3,NWE,Sun,22-Sep,1,0,1,NYJ,30,14,3,-20.5,43,44,1
2019,4,NWE,Sun,29-Sep,1,0,0,BUF,16,10,4,-7,41.5,26,1
2019,5,NWE,Sun,6-Oct,1,0,0,WAS,33,7,5,-15.5,42,40,0
2019,6,NWE,Thu,10-Oct,1,0,1,NYG,35,14,6,-16.5,43,49,0
2019,7,NWE,Mon,21-Oct,1,0,0,NYJ,33,0,7,-9.5,43,33,2
2019,8,NWE,Sun,27-Oct,1,0,1,CLE,27,13,8,-9.5,43,40,0
2019,9,NWE,Sun,3-Nov,0,0,0,RAV,20,37,9,-3,44.5,57,0
2019,11,NWE,Sun,17-Nov,1,0,0,PHI,17,10,10,-4.5,45,27,0
2019,12,NWE,Sun,24-Nov,1,0,1,DAL,13,9,11,-5.5,44,22,0
2019,13,NWE,Sun,1-Dec,0,0,0,HTX,22,28,12,-3.5,47,50,0
2019,14,NWE,Sun,8-Dec,0,0,1,KAN,16,23,13,-3,49.5,39,0
2019,15,NWE,Sun,15-Dec,1,0,0,CIN,34,13,14,-10.5,42,47,0
2019,16,NWE,Sat,21-Dec,1,0,1,BUF,24,17,15,-7,38.5,41,2
2019,17,NWE,Sun,29-Dec,0,0,1,MIA,24,27,16,-17.5,46,51,2
2019,1,NOR,Mon,9-Sep,1,0,1,HTX,30,28,1,-6.5,52,58,0
2019,2,NOR,Sun,15-Sep,0,0,0,RAM,9,27,2,2,52.5,36,0
2019,3,NOR,Sun,22-Sep,1,0,0,SEA,33,27,3,5,44,60,0
2019,4,NOR,Sun,29-Sep,1,0,1,DAL,12,10,4,2.5,47,22,0
2019,5,NOR,Sun,6-Oct,1,0,1,TAM,31,24,5,-3,46,55,1
2019,6,NOR,Sun,13-Oct,1,0,0,JAX,13,6,6,2.5,42.5,19,0
2019,7,NOR,Sun,20-Oct,1,0,0,CHI,36,25,7,4,37,61,0
2019,8,NOR,Sun,27-Oct,1,0,1,CRD,31,9,8,-12.5,47.5,40,0
2019,10,NOR,Sun,10-Nov,0,0,1,ATL,9,26,9,-14,51.5,35,1
2019,11,NOR,Sun,17-Nov,1,0,0,TAM,34,17,10,-5,50.5,51,2
2019,12,NOR,Sun,24-Nov,1,0,1,CAR,34,31,11,-10,46,65,1
2019,13,NOR,Thu,28-Nov,1,0,0,ATL,26,18,12,-7,48,44,2
2019,14,NOR,Sun,8-Dec,0,0,1,SFO,46,48,13,-1,45,94,0
2019,15,NOR,Mon,16-Dec,1,0,1,CLT,34,7,14,-8,48.5,41,0
2019,16,NOR,Sun,22-Dec,1,0,0,OTI,38,28,15,-3.5,49,66,0
2019,17,NOR,Sun,29-Dec,1,0,0,CAR,42,10,16,-13.5,45,52,2
2019,1,NYG,Sun,8-Sep,0,0,0,DAL,17,35,1,7,44,52,1
2019,2,NYG,Sun,15-Sep,0,0,1,BUF,14,28,2,1,44.5,42,0
2019,3,NYG,Sun,22-Sep,1,0,0,TAM,32,31,3,5,48,63,0
2019,4,NYG,Sun,29-Sep,1,0,1,WAS,24,3,4,-3,48,27,1
2019,5,NYG,Sun,6-Oct,0,0,1,MIN,10,28,5,5.5,44,38,0
2019,6,NYG,Thu,10-Oct,0,0,0,NWE,14,35,6,16.5,43,49,0
2019,7,NYG,Sun,20-Oct,0,0,1,CRD,21,27,7,-3.5,49.5,48,0
2019,8,NYG,Sun,27-Oct,0,0,0,DET,26,31,8,6.5,49,57,0
2019,9,NYG,Mon,4-Nov,0,0,1,DAL,18,37,9,6.5,48.5,55,2
2019,10,NYG,Sun,10-Nov,0,0,0,NYJ,27,34,10,-3,43,61,0
2019,12,NYG,Sun,24-Nov,0,0,0,CHI,14,19,11,6,41,33,0
2019,13,NYG,Sun,1-Dec,0,0,1,GNB,13,31,12,6.5,43.5,44,0
2019,14,NYG,Mon,9-Dec,0,1,0,PHI,17,23,13,9.5,45.5,40,1
2019,15,NYG,Sun,15-Dec,1,0,1,MIA,36,20,14,-3.5,47,56,0
2019,16,NYG,Sun,22-Dec,1,1,0,WAS,41,35,15,-1,42,76,2
2019,17,NYG,Sun,29-Dec,0,0,1,PHI,17,34,16,4,44,51,2
2019,1,NYJ,Sun,8-Sep,0,0,1,BUF,16,17,1,-2.5,41,33,1
2019,2,NYJ,Mon,16-Sep,0,0,1,CLE,3,23,2,6.5,45.5,26,0
2019,3,NYJ,Sun,22-Sep,0,0,0,NWE,14,30,3,20.5,43,44,1
2019,5,NYJ,Sun,6-Oct,0,0,0,PHI,6,31,4,14,43,37,0
2019,6,NYJ,Sun,13-Oct,1,0,1,DAL,24,22,5,7,43.5,46,0
2019,7,NYJ,Mon,21-Oct,0,0,1,NWE,0,33,6,9.5,43,33,2
2019,8,NYJ,Sun,27-Oct,0,0,0,JAX,15,29,7,7,39.5,44,0
2019,9,NYJ,Sun,3-Nov,0,0,0,MIA,18,26,8,-3.5,42.5,44,1
2019,10,NYJ,Sun,10-Nov,1,0,1,NYG,34,27,9,3,43,61,0
2019,11,NYJ,Sun,17-Nov,1,0,0,WAS,34,17,10,1,37.5,51,0
2019,12,NYJ,Sun,24-Nov,1,0,1,RAI,34,3,11,3.5,45,37,0
2019,13,NYJ,Sun,1-Dec,0,0,0,CIN,6,22,12,-2.5,43,28,0
2019,14,NYJ,Sun,8-Dec,1,0,1,MIA,22,21,13,-5,47,43,2
2019,15,NYJ,Thu,12-Dec,0,0,0,RAV,21,42,14,17,44,63,0
2019,16,NYJ,Sun,22-Dec,1,0,1,PIT,16,10,15,3,36.5,26,0
2019,17,NYJ,Sun,29-Dec,1,0,0,BUF,13,6,16,-1.5,37,19,2
2019,1,PHI,Sun,8-Sep,1,0,1,WAS,32,27,1,-10.5,44,59,1
2019,2,PHI,Sun,15-Sep,0,0,0,ATL,20,24,2,-1,53,44,0
2019,3,PHI,Sun,22-Sep,0,0,1,DET,24,27,3,-4,45,51,0
2019,4,PHI,Thu,26-Sep,1,0,0,GNB,34,27,4,3.5,46,61,0
2019,5,PHI,Sun,6-Oct,1,0,1,NYJ,31,6,5,-14,43,37,0
2019,6,PHI,Sun,13-Oct,0,0,0,MIN,20,38,6,3.5,44,58,0
2019,7,PHI,Sun,20-Oct,0,0,0,DAL,10,37,7,3,50,47,1
2019,8,PHI,Sun,27-Oct,1,0,0,BUF,31,13,8,1,39.5,44,0
2019,9,PHI,Sun,3-Nov,1,0,1,CHI,22,14,9,-5,41,36,0
2019,11,PHI,Sun,17-Nov,0,0,1,NWE,10,17,10,4.5,45,27,0
2019,12,PHI,Sun,24-Nov,0,0,1,SEA,9,17,11,1,45.5,26,0
2019,13,PHI,Sun,1-Dec,0,0,0,MIA,31,37,12,-10.5,45,68,0
2019,14,PHI,Mon,9-Dec,1,1,1,NYG,23,17,13,-9.5,45.5,40,1
2019,15,PHI,Sun,15-Dec,1,0,0,WAS,37,27,14,-7,38,64,2
2019,16,PHI,Sun,22-Dec,1,0,1,DAL,17,9,15,2,47,26,2
2019,17,PHI,Sun,29-Dec,1,0,0,NYG,34,17,16,-4,44,51,2
2019,1,PIT,Sun,8-Sep,0,0,0,NWE,3,33,1,5.5,49,36,0
2019,2,PIT,Sun,15-Sep,0,0,1,SEA,26,28,2,-4,47,54,0
2019,3,PIT,Sun,22-Sep,0,0,0,SFO,20,24,3,6,44.5,44,0
2019,4,PIT,Mon,30-Sep,1,0,1,CIN,27,3,4,-3.5,45.5,30,1
2019,5,PIT,Sun,6-Oct,0,1,1,RAV,23,26,5,3.5,44,49,1
2019,6,PIT,Sun,13-Oct,1,0,0,SDG,24,17,6,6,42.5,41,0
2019,8,PIT,Mon,28-Oct,1,0,1,MIA,27,14,7,-14,44,41,0
2019,9,PIT,Sun,3-Nov,1,0,1,CLT,26,24,8,-1,39.5,50,0
2019,10,PIT,Sun,10-Nov,1,0,1,RAM,17,12,9,4,43,29,0
2019,11,PIT,Thu,14-Nov,0,0,0,CLE,7,21,10,3,41.5,28,1
2019,12,PIT,Sun,24-Nov,1,0,0,CIN,16,10,11,-5.5,37.5,26,2
2019,13,PIT,Sun,1-Dec,1,0,1,CLE,20,13,12,1,40,33,2
2019,14,PIT,Sun,8-Dec,1,0,0,CRD,23,17,13,-2.5,43.5,40,0
2019,15,PIT,Sun,15-Dec,0,0,1,BUF,10,17,14,-1,37,27,0
2019,16,PIT,Sun,22-Dec,0,0,0,NYJ,10,16,15,-3,36.5,26,0
2019,17,PIT,Sun,29-Dec,0,0,0,RAV,10,28,16,-2,35,38,2
2019,1,SFO,Sun,8-Sep,1,0,0,TAM,31,17,1,1,51,48,0
2019,2,SFO,Sun,15-Sep,1,0,0,CIN,41,17,2,1,46,58,0
2019,3,SFO,Sun,22-Sep,1,0,1,PIT,24,20,3,-6,44.5,44,0
2019,5,SFO,Mon,7-Oct,1,0,1,CLE,31,3,4,-5,47.5,34,0
2019,6,SFO,Sun,13-Oct,1,0,0,RAM,20,7,5,3,49.5,27,1
2019,7,SFO,Sun,20-Oct,1,0,0,WAS,9,0,6,-10,39,9,0
2019,8,SFO,Sun,27-Oct,1,0,1,CAR,51,13,7,-4.5,41,64,0
2019,9,SFO,Thu,31-Oct,1,0,0,CRD,28,25,8,-10.5,43.5,53,1
2019,10,SFO,Mon,11-Nov,0,1,1,SEA,24,27,9,-6.5,47,51,1
2019,11,SFO,Sun,17-Nov,1,0,1,CRD,36,26,10,-10,44,62,2
2019,12,SFO,Sun,24-Nov,1,0,1,GNB,37,8,11,-3,48,45,0
2019,13,SFO,Sun,1-Dec,0,0,0,RAV,17,20,12,5.5,45,37,0
2019,14,SFO,Sun,8-Dec,1,0,0,NOR,48,46,13,1,45,94,0
2019,15,SFO,Sun,15-Dec,0,0,1,ATL,22,29,14,-10.5,50,51,0
2019,16,SFO,Sat,21-Dec,1,0,1,RAM,34,31,15,-7,45.5,65,2
2019,17,SFO,Sun,29-Dec,1,0,0,SEA,26,21,16,-3.5,47,47,2
2019,1,SEA,Sun,8-Sep,1,0,1,CIN,21,20,1,-9.5,44,41,0
2019,2,SEA,Sun,15-Sep,1,0,0,PIT,28,26,2,4,47,54,0
2019,3,SEA,Sun,22-Sep,0,0,1,NOR,27,33,3,-5,44,60,0
2019,4,SEA,Sun,29-Sep,1,0,0,CRD,27,10,4,-5.5,49,37,1
2019,5,SEA,Thu,3-Oct,1,0,1,RAM,30,29,5,-1.5,49,59,1
2019,6,SEA,Sun,13-Oct,1,0,0,CLE,32,28,6,1,45.5,60,0
2019,7,SEA,Sun,20-Oct,0,0,1,RAV,16,30,7,-3,49,46,0
2019,8,SEA,Sun,27-Oct,1,0,0,ATL,27,20,8,-7.5,48.5,47,0
2019,9,SEA,Sun,3-Nov,1,1,1,TAM,40,34,9,-4,51,74,0
2019,10,SEA,Mon,11-Nov,1,1,0,SFO,27,24,10,6.5,47,51,1
2019,12,SEA,Sun,24-Nov,1,0,0,PHI,17,9,11,-1,45.5,26,0
2019,13,SEA,Mon,2-Dec,1,0,1,MIN,37,30,12,-2.5,48,67,0
2019,14,SEA,Sun,8-Dec,0,0,0,RAM,12,28,13,1,47.5,40,2
2019,15,SEA,Sun,15-Dec,1,0,0,CAR,30,24,14,-6,48.5,54,0
2019,16,SEA,Sun,22-Dec,0,0,1,CRD,13,27,15,-8,51,40,2
2019,17,SEA,Sun,29-Dec,0,0,1,SFO,21,26,16,3.5,47,47,2
2019,1,TAM,Sun,8-Sep,0,0,1,SFO,17,31,1,-1,51,48,0
2019,2,TAM,Thu,12-Sep,1,0,0,CAR,20,14,2,6.5,48,34,1
2019,3,TAM,Sun,22-Sep,0,0,1,NYG,31,32,3,-5,48,63,0
2019,4,TAM,Sun,29-Sep,1,0,0,RAM,55,40,4,9,48.5,95,0
